Principle Component 1,Principle Component 2,Principle Component 3,SHUTTLECOCK POSITIION IN AIR(X) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
-1.605056518049962,-1.2511728248167415,-0.3747752008404864,8.94467636,1.0,2.823063725
-1.6155568118796089,-1.2411357667151681,-0.3911815881059396,8.969663553,1.0,2.756004379
-1.6260571057092559,-1.2310987086135945,-0.407587975371393,8.996493141,1.0,2.689069049
-1.636557399538902,-1.2210616505120206,-0.42399436263684626,9.01911059,1.0,2.614577764
-1.6470576933685492,-1.2110245924104472,-0.4404007499022996,9.042850708,1.0,2.540293492
-1.6575579871981954,-1.2009875343088738,-0.456807137167753,9.063412573,1.0,2.462955883
-1.6680582810278428,-1.1909504762073002,-0.4732135244332063,9.087269256,1.0,2.37971461
-1.6785585748574896,-1.1809134181057268,-0.48961991169865965,9.111646565,1.0,2.293961644
-1.689058868687136,-1.1708763600041532,-0.506026298964113,9.130065087,1.0,2.206752702
-1.6995591625167825,-1.16083930190258,-0.5224326862295663,9.151216502,1.0,2.11495041
-1.7100594563464293,-1.150802243801006,-0.5388390734950194,9.172547435,1.0,2.019553461
-1.7205597501760763,-1.1407651856994327,-0.5552454607604729,9.192758983,1.0,1.921425482
-1.7310600440057229,-1.1307281275978591,-0.5716518480259263,9.212595511,1.0,1.818544826
-1.7415603378353695,-1.120691069496286,-0.5880582352913795,9.231391816,1.0,1.70945414
-1.752060631665016,-1.1106540113947119,-0.6044646225568326,9.248971251,1.0,1.599919223
-1.762560925494663,-1.1006169532931387,-0.620871009822286,9.266753953,1.0,1.483548777
-1.7730612193243094,-1.0905798951915653,-0.6372773970877396,9.283041086,1.0,1.366982803
-1.7835615131539566,-1.0805428370899917,-0.6536837843531929,9.299895889,1.0,1.243505148
-1.794061806983603,-1.0705057789884183,-0.670090171618646,9.317616992,1.0,1.117034801
-1.8045621008132497,-1.0604687208868446,-0.6864965588840994,9.331766877,1.0,0.9846614
-1.8150623946428968,-1.0504316627852712,-0.7029029461495528,9.349169737,1.0,0.848773839
-1.8255626884725433,-1.0403946046836976,-0.7193093334150062,9.361719508,1.0,0.707631589
-1.8360629823021903,-1.0303575465821238,-0.7357157206804592,9.374152763,1.0,0.565578692
-1.846563276131837,-1.0203204884805501,-0.7521221079459128,9.388833198,1.0,0.414231458
-1.8570635699614835,-1.0102834303789772,-0.7685284952113661,9.402812843,1.0,0.260140693
-1.8675638637911303,-1.0002463722774033,-0.7849348824768193,9.414891269,1.0,0.103232756
-0.5843334330419361,-2.124339633827417,1.2491025186852653,4.075872281,1.001324356,1.66355719
-0.5948337268715826,-2.1143025757258442,1.232696131419812,4.15345457,1.002678559,1.725431726
-0.6053340207012295,-2.1042655176242704,1.2162897441543592,4.22735892,1.003968565,1.786651215
-0.6158343145308762,-2.094228459522697,1.1998833568889056,4.302989518,1.005288702,1.846781641
-0.6263346083605229,-2.0841914014211236,1.1834769696234524,4.377686723,1.006592546,1.90446708
-0.6368349021901696,-2.0741543433195497,1.1670705823579988,4.450323371,1.007860424,1.963446035
-0.6473351960198164,-2.0641172852179763,1.1506641950925456,4.524651073,1.009157819,2.018880944
-0.6578354898494632,-2.0540802271164025,1.134257807827092,4.596993367,1.010420558,2.072922254
-0.6683357836791097,-2.0440431690148295,1.117851420561639,4.669231031,1.011681471,2.126542178
-0.6788360775087564,-2.0340061109132557,1.1014450332961858,4.738698542,1.012894031,2.180898482
-0.6893363713384031,-2.0239690528116823,1.0850386460307326,4.811805062,1.01417011,2.233193572
-0.6998366651680498,-2.0139319947101084,1.0686322587652788,4.880395879,1.015367367,2.282637156
-0.7103369589976964,-2.003894936608535,1.0522258714998256,4.950552495,1.016591956,2.331975591
-0.7208372528273432,-1.9938578785069612,1.0358194842343724,5.021576434,1.017831683,2.381992121
-0.7313375466569899,-1.9838208204053884,1.019413096968919,5.089485469,1.01901704,2.430039668
-0.7418378404866366,-1.9737837623038146,1.0030067097034656,5.158810192,1.020227107,2.476725592
-0.7523381343162835,-1.9637467042022416,0.9866003224380131,5.226728092,1.021412619,2.522951155
-0.7628384281459301,-1.9537096461006673,0.9701939351725593,5.292745847,1.022564963,2.566638013
-0.7733387219755768,-1.9436725879990941,0.953787547907106,5.36099195,1.023756203,2.610509415
-0.7838390158052236,-1.9336355298975205,0.9373811606416524,5.42493155,1.024872273,2.653596555
-0.7943393096348702,-1.923598471795947,0.9209747733761993,5.492585191,1.026053171,2.694441
-0.8048396034645171,-1.9135614136943737,0.904568386110746,5.557856218,1.027192481,2.735676478
-0.8153398972941637,-1.9035243555927999,0.8881619988452928,5.622204627,1.028315687,2.776532541
-0.8258401911238107,-1.8934872974912267,0.8717556115798392,5.687045893,1.029447496,2.81517897
-0.8363404849534573,-1.8834502393896526,0.8553492243143856,5.749190097,1.030532227,2.85637748
-0.8468407787831039,-1.8734131812880794,0.8389428370489325,5.80936307,1.03158255,2.894401306
-0.8573410726127506,-1.8633761231865058,0.8225364497834793,5.87419953,1.032714274,2.929919871
-0.8678413664423973,-1.8533390650849324,0.8061300625180257,5.937089776,1.033812028,2.966915954
-0.8783416602720441,-1.8433020069833588,0.7897236752525724,5.999182835,1.034895866,3.004103135
-0.8888419541016908,-1.8332649488817852,0.7733172879871189,6.061982504,1.035992038,3.03782317
-0.8993422479313373,-1.8232278907802115,0.7569109007216659,6.120043567,1.037005498,3.071653948
-0.9098425417609841,-1.8131908326786388,0.7405045134562123,6.18058595,1.038062269,3.104556378
-0.9203428355906308,-1.803153774577065,0.7240981261907592,6.241439236,1.039124467,3.137386094
-0.9308431294202776,-1.7931167164754913,0.7076917389253058,6.299803969,1.040143228,3.167696027
-0.9413434232499243,-1.7830796583739177,0.6912853516598525,6.357809157,1.041155712,3.199166267
-0.9518437170795708,-1.7730426002723445,0.6748789643943989,6.41540836,1.04216111,3.229165528
-0.9623440109092176,-1.7630055421707707,0.6584725771289459,6.471223069,1.043135359,3.258982725
-0.9728443047388644,-1.752968484069197,0.6420661898634924,6.529245143,1.044148138,3.287856654
-0.9833445985685111,-1.7429314259676234,0.6256598025980393,6.585090965,1.045122931,3.315956553
-0.9938448923981579,-1.7328943678660498,0.6092534153325856,6.639517099,1.046072942,3.340947337
-1.0043451862278048,-1.7228573097644766,0.5928470280671326,6.698007146,1.04709389,3.367286592
-1.0148454800574513,-1.712820251662903,0.576440640801679,6.751148056,1.048021468,3.391641924
-1.0253457738870977,-1.7027831935613302,0.560034253536226,6.805707887,1.048973813,3.416381757
-1.0358460677167445,-1.6927461354597562,0.5436278662707724,6.858311853,1.049892019,3.439751491
-1.0463463615463913,-1.6827090773581828,0.5272214790053191,6.913291188,1.050851687,3.46343307
-1.056846655376038,-1.6726720192566087,0.510815091739866,6.965084793,1.051755748,3.485939548
-1.0673469492056846,-1.6626349611550355,0.49440870447441254,7.016882041,1.052659872,3.507262213
-1.0778472430353314,-1.6525979030534619,0.47800231720895925,7.068638856,1.05356329,3.524850453
-1.0883475368649782,-1.6425608449518885,0.461595929943506,7.119319899,1.054447931,3.543765064
-1.0988478306946245,-1.6325237868503149,0.44518954267805255,7.168995067,1.055315015,3.564381983
-1.1093481245242716,-1.6224867287487412,0.4287831554125992,7.219497625,1.05619654,3.581691292
-1.1198484183539181,-1.6124496706471676,0.41237676814714574,7.269486532,1.0570691,3.594180872
-1.130348712183565,-1.6024126125455942,0.3959703808816927,7.320507463,1.057959673,3.612875455
-1.140849006013212,-1.592375554444021,0.37956399361623927,7.365593397,1.058746651,3.627540058
-1.151349299842859,-1.5823384963424476,0.36315760635078603,7.415378395,1.059615652,3.639713554
-1.161849593672505,-1.5723014382408738,0.3467512190853326,7.461229351,1.060415983,3.650660359
-1.1723498875021519,-1.5622643801393001,0.33034483181987945,7.509044708,1.061250603,3.662318853
-1.1828501813317984,-1.5522273220377265,0.3139384445544259,7.554848547,1.062050112,3.671821366
-1.1933504751614454,-1.5421902639361533,0.29753205728897264,7.600721527,1.062850828,3.680351464
-1.2038507689910922,-1.5321532058345795,0.28112567002351935,7.644135457,1.063608621,3.688631007
-1.2143510628207383,-1.522116147733006,0.2647192827580657,7.690165752,1.064412083,3.69540556
-1.2248513566503856,-1.5120790896314324,0.24831289549261268,7.734237532,1.065181359,3.700310365
-1.2353516504800321,-1.502042031529859,0.23190650822715916,7.778988263,1.065962485,3.703466884
-1.245851944309679,-1.4920049734282856,0.21550012096170618,7.820668259,1.066690013,3.708115288
-1.2563522381393257,-1.4819679153267122,0.19909373369625263,7.864611762,1.067457049,3.706564504
-1.2668525319689725,-1.4719308572251384,0.18268734643079926,7.904951907,1.068161189,3.70699645
-1.2773528257986189,-1.461893799123565,0.16628095916534588,7.946958674,1.06889442,3.707191643
-1.2878531196282657,-1.4518567410219914,0.14987457189989273,7.988459926,1.069618827,3.705342624
-1.2983534134579124,-1.441819682920418,0.13346818463443932,8.028385913,1.070315738,3.700061289
-1.3088537072875595,-1.4317826248188443,0.11706179736898603,8.06872978,1.071019942,3.695548113
-1.3193540011172058,-1.421745566717271,0.1006554101035328,8.107455637,1.071695905,3.687376506
-1.3298542949468526,-1.4117085086156973,0.08424902283807924,8.147804179,1.072400191,3.678412687
-1.3403545887764994,-1.401671450514124,0.06784263557262601,8.18465314,1.073043392,3.668083214
-1.350854882606146,-1.3916343924125503,0.051436248307172784,8.222382771,1.073701965,3.655163386
-1.361355176435793,-1.3815973343109769,0.03502986104171925,8.257883088,1.074321626,3.642285857
-1.3718554702654393,-1.371560276209403,0.018623473776266004,8.297271734,1.075009157,3.628623606
-1.3823557640950863,-1.3615232181078298,0.0022170865108127086,8.331425803,1.075605319,3.610094876
-1.3928560579247329,-1.3514861600062562,-0.014189300754640616,8.368586691,1.076253964,3.592554111
-1.4033563517543797,-1.3414491019046828,-0.030595688020093974,8.403712373,1.076867085,3.570748613
-1.4138566455840265,-1.3314120438031092,-0.047002075285547305,8.438450652,1.077473444,3.548855689
-1.424356939413673,-1.3213749857015353,-0.06340846255100062,8.47328186,1.078081425,3.525002075
-1.4348572332433198,-1.3113379275999621,-0.07981484981645398,8.505132409,1.078637379,3.496768834
-1.4453575270729668,-1.3013008694983885,-0.09622123708190725,8.540944907,1.079262488,3.469644529
-1.4558578209026132,-1.2912638113968151,-0.11262762434736061,8.571739651,1.079800012,3.440548406
-1.4663581147322602,-1.2812267532952415,-0.12903401161281383,8.601214051,1.08031449,3.406755947
-1.4768584085619065,-1.271189695193668,-0.1454403988782673,8.635218477,1.080908039,3.370888217
-1.4873587023915538,-1.2611526370920942,-0.16184678614372056,8.665210332,1.081431549,3.333540332
-1.4978589962212001,-1.2511155789905208,-0.17825317340917385,8.69488821,1.081949579,3.294404134
-1.5083592900508465,-1.2410785208889474,-0.19465956067462714,8.725503558,1.082483971,3.252417653
-1.5188595838804935,-1.231041462787374,-0.21106594794008043,8.754853493,1.082996276,3.207487007
-1.52935987771014,-1.2210044046858004,-0.22747233520553384,8.787341837,1.083563363,3.1599088
-1.5398601715397868,-1.210967346584227,-0.24387872247098724,8.81260785,1.084004382,3.111402866
-1.5503604653694336,-1.2009302884826536,-0.2602851097364406,8.84032394,1.084488169,3.057882201
-1.5608607591990806,-1.19089323038108,-0.2766914970018937,8.865560659,1.084928677,3.003342349
-1.571361053028727,-1.1808561722795063,-0.2930978842673471,8.894147397,1.085427661,2.948584782
-1.5818613468583735,-1.1708191141779325,-0.30950427153280036,8.919847285,1.085876254,2.886668682
-1.5923616406880203,-1.1607820560763593,-0.3259106587982538,8.945077982,1.086316657,2.823666718
-1.6028619345176673,-1.1507449979747857,-0.3423170460637071,8.970035358,1.08675229,2.756816137
-1.613362228347314,-1.140707939873212,-0.35872343332916035,8.995623166,1.087198927,2.688912731
-1.6238625221769607,-1.1306708817716384,-0.37512982059461375,9.018539316,1.08759893,2.617431521
-1.6343628160066075,-1.1206338236700653,-0.39153620786006715,9.043306204,1.088031237,2.541511231
-1.6448631098362538,-1.1105967655684916,-0.4079425951255205,9.065977639,1.088426969,2.462989833
-1.6553634036659006,-1.100559707466918,-0.42434898239097374,9.088580745,1.088821507,2.381487017
-1.6658636974955476,-1.0905226493653446,-0.4407553696564271,9.110059085,1.089196413,2.294247424
-1.6763639913251946,-1.0804855912637712,-0.4571617569218804,9.131304748,1.089567258,2.206355402
-1.686864285154841,-1.0704485331621976,-0.47356814418733373,9.153030114,1.089946475,2.114479933
-1.697364578984488,-1.0604114750606242,-0.48997453145278697,9.174262116,1.090317081,2.019009931
